,State,Country,Lat,Long,Date,Confirmed,Deaths,Recoverd
43118,,Bhutan,27.5142,90.4336,7/2/20,77,0.0,50.0
43119,,Bolivia,-16.2902,-63.5887,7/2/20,35528,1271.0,10358.0
43120,,Bosnia and Herzegovina,43.9159,17.6791,7/2/20,4788,189.0,2515.0
43121,,Botswana,-22.3285,24.6849,7/2/20,227,1.0,28.0
43122,,Brazil,-14.235,-51.9253,7/2/20,1496858,61884.0,957692.0
43123,,Brunei,4.5353,114.7277,7/2/20,141,3.0,138.0
43124,,Bulgaria,42.7339,25.4858,7/2/20,5315,232.0,2802.0
43125,,Burkina Faso,12.2383,-1.5616,7/2/20,967,53.0,846.0
43126,,Burma,21.9162,95.956,7/2/20,304,6.0,223.0
43127,,Burundi,-3.3731,29.9189,7/2/20,170,1.0,115.0
43128,,Cabo Verde,16.5388,-23.0418,7/2/20,1301,15.0,629.0
43129,,Cambodia,11.55,104.9167,7/2/20,141,0.0,131.0
43130,,Cameroon,3.8480000000000003,11.5021,7/2/20,12592,,10100.0
43131,Alberta,Canada,53.9333,-116.5765,7/2/20,8202,155.0,
43132,British Columbia,Canada,53.7267,-127.6476,7/2/20,2940,177.0,
43133,Diamond Princess,Canada,0.0,0.0,7/2/20,0,1.0,
43134,Grand Princess,Canada,0.0,0.0,7/2/20,13,0.0,
43135,Manitoba,Canada,53.7609,-98.8139,7/2/20,325,7.0,
43136,New Brunswick,Canada,46.5653,-66.4619,7/2/20,165,2.0,
43137,Newfoundland and Labrador,Canada,53.1355,-57.6604,7/2/20,261,3.0,
43138,Northwest Territories,Canada,64.8255,-124.8457,7/2/20,5,0.0,
43139,Nova Scotia,Canada,44.681999999999995,-63.7443,7/2/20,1064,,
43140,Ontario,Canada,51.2538,-85.3232,7/2/20,37242,2737.0,
43141,Prince Edward Island,Canada,46.5107,-63.4168,7/2/20,27,0.0,
43142,Quebec,Canada,52.9399,-73.5491,7/2/20,55593,5541.0,
43143,Saskatchewan,Canada,52.9399,-106.4509,7/2/20,795,14.0,
43144,Yukon,Canada,64.2823,-135.0,7/2/20,11,0.0,
43145,,Central African Republic,6.6111,20.9394,7/2/20,3788,47.0,810.0
43146,,Chad,15.4542,18.7322,7/2/20,868,74.0,785.0
43147,,Chile,-35.6751,-71.543,7/2/20,284541,5920.0,249247.0
43148,Anhui,China,31.8257,117.2264,7/2/20,991,6.0,985.0
43149,Beijing,China,40.1824,116.4142,7/2/20,925,9.0,592.0
43150,Chongqing,China,30.0572,107.874,7/2/20,582,6.0,574.0
43151,Fujian,China,26.0789,117.9874,7/2/20,363,1.0,359.0
43152,Gansu,China,35.7518,104.2861,7/2/20,164,2.0,153.0
43153,Guangdong,China,23.3417,113.4244,7/2/20,1642,8.0,1629.0
43154,Guangxi,China,23.8298,108.7881,7/2/20,254,2.0,252.0
43155,Guizhou,China,26.8154,106.8748,7/2/20,147,2.0,145.0
43156,Hainan,China,19.1959,109.7453,7/2/20,171,6.0,165.0
43157,Hebei,China,39.549,116.1306,7/2/20,349,6.0,
43158,Heilongjiang,China,47.861999999999995,127.7615,7/2/20,947,,934.0
43159,Henan,China,37.8957,114.9042,7/2/20,1276,22.0,
43160,Hong Kong,China,22.3,114.2,7/2/20,1242,7.0,1120.0
43161,Hubei,China,30.9756,112.2707,7/2/20,68135,4512.0,63623.0
43162,Hunan,China,27.6104,111.7088,7/2/20,1019,4.0,1015.0
43163,Inner Mongolia,China,44.0935,113.9448,7/2/20,238,1.0,237.0
43164,Jiangsu,China,32.9711,119.455,7/2/20,654,0.0,654.0
43165,Jiangxi,China,27.614,115.7221,7/2/20,932,1.0,931.0
43166,Jilin,China,43.6661,126.1923,7/2/20,155,2.0,153.0
43167,Liaoning,China,41.2956,122.6085,7/2/20,156,2.0,148.0
43168,Macau,China,22.1667,113.55,7/2/20,46,0.0,45.0
43169,Ningxia,China,37.2692,106.1655,7/2/20,75,0.0,75.0
43170,Qinghai,China,35.7452,95.9956,7/2/20,18,0.0,18.0
43171,Shaanxi,China,35.1917,108.8701,7/2/20,320,3.0,310.0
43172,Shandong,China,36.3427,118.1498,7/2/20,792,7.0,785.0
43173,Shanghai,China,31.201999999999998,121.4491,7/2/20,714,,678.0
43174,Shanxi,China,37.5777,112.2922,7/2/20,198,0.0,198.0
43175,Sichuan,China,30.6171,102.7103,7/2/20,595,3.0,581.0
43176,Tianjin,China,39.3054,117.323,7/2/20,198,3.0,194.0
43177,Tibet,China,31.6927,88.0924,7/2/20,1,0.0,1.0
43178,Xinjiang,China,41.1129,85.2401,7/2/20,76,3.0,73.0
43179,Yunnan,China,24.974,101.48700000000001,7/2/20,186,,183.0
43180,Zhejiang,China,29.1832,120.0934,7/2/20,1269,1.0,1267.0
43181,,Colombia,4.5709,-74.2973,7/2/20,106110,3641.0,43481.0
43182,,Comoros,-11.6455,43.3333,7/2/20,303,7.0,200.0
43183,,Congo (Brazzaville),-0.228,15.8277,7/2/20,1382,41.0,486.0
43184,,Congo (Kinshasa),-4.0383,21.7587,7/2/20,7189,176.0,2317.0
43185,,Costa Rica,9.7489,-83.7534,7/2/20,4023,18.0,1589.0
43186,,Cote d'Ivoire,7.54,-5.5471,7/2/20,9992,68.0,4660.0
43187,,Croatia,45.1,15.2,7/2/20,2912,110.0,2155.0
43188,,Cuba,21.521757,-77.78116700000002,7/2/20,2353,86.0,2221.0
43189,,Cyprus,35.1264,33.4299,7/2/20,999,19.0,833.0
43190,,Czechia,49.8175,15.472999999999999,7/2/20,12178,,7822.0
43191,Faroe Islands,Denmark,61.8926,-6.9118,7/2/20,187,0.0,187.0
43192,Greenland,Denmark,71.7069,-42.6043,7/2/20,13,0.0,13.0
43193,,Denmark,56.2639,9.5018,7/2/20,12815,606.0,11769.0
43194,,Diamond Princess,0.0,0.0,7/2/20,712,13.0,651.0
43195,,Djibouti,11.8251,42.5903,7/2/20,4715,55.0,4564.0
43196,,Dominica,15.415,-61.371,7/2/20,18,0.0,18.0
43197,,Dominican Republic,18.7357,-70.1627,7/2/20,34197,765.0,18141.0
43198,,Ecuador,-1.8312,-78.1834,7/2/20,59468,4639.0,28032.0
43199,,Egypt,26.820553000000004,30.802497999999996,7/2/20,71299,,19288.0
43200,,El Salvador,13.7942,-88.8965,7/2/20,7000,191.0,4115.0
43201,,Equatorial Guinea,1.6508,10.2679,7/2/20,3071,51.0,842.0
43202,,Eritrea,15.1794,39.7823,7/2/20,215,0.0,56.0
43203,,Estonia,58.5953,25.0136,7/2/20,1990,69.0,1842.0
43204,,Eswatini,-26.5225,31.4659,7/2/20,873,11.0,452.0
43205,,Ethiopia,9.145,40.4897,7/2/20,5846,103.0,2430.0
43206,,Fiji,-17.7134,178.065,7/2/20,18,0.0,18.0
43207,,Finland,61.92411,25.748151,7/2/20,7241,328.0,6700.0
43208,French Guiana,France,3.9339,-53.1258,7/2/20,4444,16.0,1680.0
43209,French Polynesia,France,-17.6797,149.4068,7/2/20,62,0.0,60.0
43210,Guadeloupe,France,16.265,-61.551,7/2/20,182,14.0,157.0
43211,Martinique,France,14.6415,-61.0242,7/2/20,242,14.0,98.0
43212,Mayotte,France,-12.8275,45.166244,7/2/20,2650,35.0,2341.0
43213,New Caledonia,France,-20.904304999999997,165.618042,7/2/20,21,,21.0
43214,Reunion,France,-21.1151,55.5364,7/2/20,531,2.0,472.0
43215,Saint Barthelemy,France,17.9,-62.8333,7/2/20,6,0.0,6.0
43216,Saint Pierre and Miquelon,France,46.8852,-56.3159,7/2/20,1,0.0,1.0
43217,St Martin,France,18.0708,-63.0501,7/2/20,43,3.0,37.0
43218,,France,46.2276,2.2137,7/2/20,195458,29794.0,72054.0
43219,,Gabon,-0.8037,11.6094,7/2/20,5513,42.0,2508.0
43220,,Gambia,13.4432,-15.3101,7/2/20,55,2.0,27.0
43221,,Georgia,42.3154,43.3569,7/2/20,939,15.0,817.0
43222,,Germany,51.165690999999995,10.451526,7/2/20,196370,,179800.0
43223,,Ghana,7.9465,-1.0232,7/2/20,18134,117.0,13550.0
43224,,Greece,39.0742,21.8243,7/2/20,3458,192.0,1374.0
43225,,Grenada,12.1165,-61.678999999999995,7/2/20,23,,23.0
43226,,Guatemala,15.7835,-90.2308,7/2/20,20072,843.0,3279.0
43227,,Guinea,9.9456,-9.6966,7/2/20,5450,33.0,4392.0
43228,,Guinea-Bissau,11.8037,-15.1804,7/2/20,1654,24.0,317.0
43229,,Guyana,4.860416000000002,-58.93018000000001,7/2/20,250,14.0,117.0
43230,,Haiti,18.9712,-72.2852,7/2/20,6101,110.0,1141.0
43231,,Holy See,41.9029,12.4534,7/2/20,12,0.0,12.0
43232,,Honduras,15.2,-86.2419,7/2/20,21120,591.0,2190.0
43233,,Hungary,47.1625,19.5033,7/2/20,4166,587.0,2721.0
43234,,Iceland,64.9631,-19.0208,7/2/20,1830,10.0,1803.0
43235,,India,20.593684,78.96288,7/2/20,625544,18213.0,379892.0
43236,,Indonesia,-0.7893,113.9213,7/2/20,59394,2987.0,26667.0
43237,,Iran,32.427908,53.68804599999999,7/2/20,232863,11106.0,194098.0
43238,,Iraq,33.223191,43.679291,7/2/20,53708,2160.0,27912.0
43239,,Ireland,53.1424,-7.6921,7/2/20,25489,1738.0,23364.0
43240,,Israel,31.046051000000002,34.851612,7/2/20,27047,,17547.0
43241,,Italy,41.87194,12.56738,7/2/20,240961,34818.0,191083.0
43242,,Jamaica,18.1096,-77.2975,7/2/20,715,10.0,560.0
43243,,Japan,36.204824,138.252924,7/2/20,19055,977.0,16615.0
43244,,Jordan,31.24,36.51,7/2/20,1136,9.0,889.0
43245,,Kazakhstan,48.0196,66.9237,7/2/20,42574,188.0,14777.0
43246,,Kenya,-0.0236,37.9062,7/2/20,6941,152.0,2109.0
43247,,"Korea, South",35.90775700000001,127.766922,7/2/20,12967,282.0,11759.0
43248,,Kosovo,42.602636,20.902977,7/2/20,2991,54.0,1644.0
43249,,Kuwait,29.311659999999996,47.481766,7/2/20,47859,,38390.0
43250,,Kyrgyzstan,41.20438,74.766098,7/2/20,6767,76.0,2655.0
43251,,Laos,19.856270000000002,102.495496,7/2/20,19,,19.0
43252,,Latvia,56.8796,24.6032,7/2/20,1122,30.0,988.0
43253,,Lebanon,33.8547,35.8623,7/2/20,1796,35.0,1242.0
43254,,Lesotho,-29.61,28.2336,7/2/20,35,0.0,11.0
43255,,Liberia,6.4280550000000005,-9.429499,7/2/20,819,37.0,338.0
43256,,Libya,26.3351,17.228331,7/2/20,891,26.0,224.0
43257,,Liechtenstein,47.14,9.55,7/2/20,83,1.0,81.0
43258,,Lithuania,55.1694,23.8813,7/2/20,1825,78.0,1536.0
43259,,Luxembourg,49.8153,6.1296,7/2/20,4395,110.0,4012.0
43260,,MS Zaandam,0.0,0.0,7/2/20,9,2.0,0.0
43261,,Madagascar,-18.766947000000002,46.869107,7/2/20,2403,,1040.0
43262,,Malawi,-13.2543,34.3015,7/2/20,1342,16.0,271.0
43263,,Malaysia,4.210483999999999,101.97576600000001,7/2/20,8643,,8437.0
43264,,Maldives,3.2028,73.2207,7/2/20,2400,10.0,1969.0
43265,,Mali,17.570692,-3.996166000000001,7/2/20,2260,117.0,1502.0
43266,,Malta,35.9375,14.3754,7/2/20,671,9.0,649.0
43267,,Mauritania,21.0079,-10.9408,7/2/20,4606,129.0,1727.0
43268,,Mauritius,-20.348404000000002,57.552152,7/2/20,341,,330.0
43269,,Mexico,23.6345,-102.5528,7/2/20,238511,29189.0,183757.0
43270,,Moldova,47.4116,28.3699,7/2/20,17150,560.0,9846.0
43271,,Monaco,43.7333,7.4167,7/2/20,106,4.0,95.0
43272,,Mongolia,46.8625,103.8467,7/2/20,220,0.0,179.0
43273,,Montenegro,42.708678000000006,19.37439,7/2/20,616,12.0,315.0
43274,,Morocco,31.7917,-7.0926,7/2/20,12969,229.0,9090.0
43275,,Mozambique,-18.665695,35.529562,7/2/20,918,6.0,
43276,,Namibia,-22.9576,18.4904,7/2/20,293,0.0,24.0
43277,,Nepal,28.1667,84.25,7/2/20,14519,31.0,5320.0
43278,Aruba,Netherlands,12.5211,-69.9683,7/2/20,104,3.0,98.0
43279,"Bonaire, Sint Eustatius and Saba",Netherlands,12.1784,-68.2385,7/2/20,7,0.0,7.0
43280,Curacao,Netherlands,12.1696,-68.99,7/2/20,23,1.0,19.0
43281,Sint Maarten,Netherlands,18.0425,-63.0548,7/2/20,77,15.0,62.0
43282,,Netherlands,52.1326,5.2913,7/2/20,50412,6118.0,0.0
43283,,New Zealand,-40.9006,174.886,7/2/20,1530,22.0,1490.0
43284,,Nicaragua,12.865416,-85.207229,7/2/20,2519,83.0,1238.0
43285,,Niger,17.607789,8.081666,7/2/20,1081,68.0,959.0
43286,,Nigeria,9.082,8.6753,7/2/20,27110,616.0,10801.0
43287,,North Macedonia,41.6086,21.7453,7/2/20,6625,321.0,2748.0
43288,,Norway,60.472,8.4689,7/2/20,8902,251.0,8138.0
43289,,Oman,21.512583,55.92325500000001,7/2/20,42555,188.0,25318.0
43290,,Pakistan,30.3753,69.3451,7/2/20,221896,4551.0,113623.0
43291,,Panama,8.538,-80.7821,7/2/20,35237,667.0,16445.0
43292,,Papua New Guinea,-6.314993,143.95555,7/2/20,11,0.0,8.0
43293,,Paraguay,-23.4425,-58.4438,7/2/20,2303,19.0,1108.0
43294,,Peru,-9.19,-75.0152,7/2/20,292004,10045.0,182097.0
43295,,Philippines,12.879721,121.77401699999999,7/2/20,38805,,10673.0
43296,,Poland,51.9194,19.1451,7/2/20,35146,1492.0,22209.0
43297,,Portugal,39.3999,-8.2245,7/2/20,42782,1587.0,28097.0
43298,,Qatar,25.3548,51.1839,7/2/20,97897,118.0,86597.0
43299,,Romania,45.9432,24.9668,7/2/20,27746,1687.0,19363.0
43300,,Russia,61.52401,105.31875600000001,7/2/20,660231,,428276.0
43301,,Rwanda,-1.9403,29.8739,7/2/20,1063,3.0,493.0
43302,,Saint Kitts and Nevis,17.357822,-62.782998,7/2/20,15,0.0,15.0
43303,,Saint Lucia,13.9094,-60.9789,7/2/20,19,0.0,19.0
43304,,Saint Vincent and the Grenadines,12.9843,-61.2872,7/2/20,29,0.0,29.0
43305,,San Marino,43.9424,12.4578,7/2/20,698,42.0,656.0
43306,,Sao Tome and Principe,0.1864,6.6131,7/2/20,717,13.0,260.0
43307,,Saudi Arabia,23.885942,45.079162,7/2/20,197608,1752.0,137669.0
43308,,Senegal,14.4974,-14.4524,7/2/20,7054,121.0,4599.0
43309,,Serbia,44.0165,21.0059,7/2/20,15195,287.0,12912.0
43310,,Seychelles,-4.6796,55.492,7/2/20,81,0.0,11.0
43311,,Sierra Leone,8.460555000000001,-11.779889,7/2/20,1518,60.0,1007.0
43312,,Singapore,1.2833,103.8333,7/2/20,44310,26.0,39429.0
43313,,Slovakia,48.669,19.699,7/2/20,1700,28.0,1466.0
43314,,Slovenia,46.1512,14.9955,7/2/20,1634,111.0,1384.0
43315,,Somalia,5.152149,46.199616,7/2/20,2944,90.0,951.0
43316,,South Africa,-30.5595,22.9375,7/2/20,168061,2844.0,81999.0
43317,,South Sudan,6.8770000000000024,31.307,7/2/20,2021,,333.0
43318,,Spain,40.463667,-3.7492199999999998,7/2/20,250103,,150376.0
43319,,Sri Lanka,7.873054,80.77179699999998,7/2/20,2066,11.0,1827.0
43320,,Sudan,12.8628,30.2176,7/2/20,9573,602.0,4606.0
43321,,Suriname,3.9193,-56.0278,7/2/20,547,13.0,252.0
43322,,Sweden,60.128161,18.643501,7/2/20,69297,5538.0,0.0
43323,,Switzerland,46.8182,8.2275,7/2/20,31967,1965.0,29200.0
43324,,Syria,34.802075,38.99681500000001,7/2/20,312,9.0,
43325,,Taiwan*,23.7,121.0,7/2/20,448,7.0,438.0
43326,,Tajikistan,38.861,71.2761,7/2/20,6058,52.0,4690.0
43327,,Tanzania,-6.369028,34.888822,7/2/20,509,21.0,183.0
43328,,Thailand,15.870032,100.992541,7/2/20,3179,58.0,3059.0
43329,,Timor-Leste,-8.874217,125.727539,7/2/20,24,0.0,
43330,,Togo,8.6195,0.8248,7/2/20,667,14.0,424.0
43331,,Trinidad and Tobago,10.6918,-61.2225,7/2/20,130,8.0,115.0
43332,,Tunisia,33.886917,9.537499,7/2/20,1178,50.0,1039.0
43333,,Turkey,38.9637,35.2433,7/2/20,202284,5167.0,176965.0
43334,,US,40.0,-100.0,7/2/20,2742049,129144.0,781970.0
43335,,Uganda,1.373333,32.290275,7/2/20,902,0.0,847.0
43336,,Ukraine,48.3794,31.1656,7/2/20,46821,1200.0,20755.0
43337,,United Arab Emirates,23.424076,53.847818000000004,7/2/20,49469,,38664.0
43338,Anguilla,United Kingdom,18.2206,-63.0686,7/2/20,3,0.0,3.0
43339,Bermuda,United Kingdom,32.3078,-64.7505,7/2/20,146,9.0,135.0
43340,British Virgin Islands,United Kingdom,18.4207,-64.64,7/2/20,8,1.0,7.0
43341,Cayman Islands,United Kingdom,19.3133,-81.2546,7/2/20,201,1.0,194.0
43342,Channel Islands,United Kingdom,49.3723,-2.3644,7/2/20,571,47.0,512.0
43343,Falkland Islands (Malvinas),United Kingdom,-51.7963,-59.5236,7/2/20,13,0.0,13.0
43344,Gibraltar,United Kingdom,36.1408,-5.3536,7/2/20,178,0.0,176.0
43345,Isle of Man,United Kingdom,54.2361,-4.5481,7/2/20,336,24.0,312.0
43346,Montserrat,United Kingdom,16.742498,-62.187366000000004,7/2/20,11,,10.0
43347,Turks and Caicos Islands,United Kingdom,21.69400000000001,-71.7979,7/2/20,44,2.0,11.0
43348,,United Kingdom,55.3781,-3.4360000000000004,7/2/20,283774,40532.0,0.0
43349,,Uruguay,-32.5228,-55.7658,7/2/20,947,28.0,828.0
43350,,Uzbekistan,41.377491,64.585262,7/2/20,9078,27.0,6034.0
43351,,Venezuela,6.4238,-66.5897,7/2/20,6273,57.0,2100.0
43352,,Vietnam,14.058323999999999,108.277199,7/2/20,355,,340.0
43353,,West Bank and Gaza,31.9522,35.2332,7/2/20,3080,9.0,460.0
43354,,Western Sahara,24.2155,-12.8858,7/2/20,10,1.0,8.0
43355,,Yemen,15.552726999999999,48.516388,7/2/20,1221,,513.0
43356,,Zambia,-13.133897,27.849332,7/2/20,1632,30.0,1348.0
43357,,Zimbabwe,-19.015438,29.154857,7/2/20,617,7.0,173.0
43358,,Afghanistan,33.93911,67.709953,7/3/20,32324,819.0,17331.0
43359,,Albania,41.1533,20.1683,7/3/20,2752,72.0,1592.0
43360,,Algeria,28.0339,1.6596,7/3/20,15070,937.0,10832.0
43361,,Andorra,42.5063,1.5218,7/3/20,855,52.0,800.0
43362,,Angola,-11.2027,17.8739,7/3/20,328,18.0,107.0
43363,,Antigua and Barbuda,17.0608,-61.7964,7/3/20,68,3.0,23.0
43364,,Argentina,-38.4161,-63.6167,7/3/20,72786,1437.0,25224.0
43365,,Armenia,40.0691,45.0382,7/3/20,27320,469.0,15484.0
43366,Australian Capital Territory,Australia,-35.4735,149.0124,7/3/20,108,3.0,105.0
43367,New South Wales,Australia,-33.8688,151.2093,7/3/20,3405,49.0,2977.0
43368,Northern Territory,Australia,-12.4634,130.8456,7/3/20,30,0.0,29.0
43369,Queensland,Australia,-27.4698,153.0251,7/3/20,1067,6.0,1055.0
43370,South Australia,Australia,-34.9285,138.6007,7/3/20,443,4.0,436.0
43371,Tasmania,Australia,-42.8821,147.3272,7/3/20,228,13.0,215.0
43372,Victoria,Australia,-37.8136,144.9631,7/3/20,2368,20.0,1904.0
43373,Western Australia,Australia,-31.9505,115.8605,7/3/20,611,9.0,598.0
43374,,Austria,47.5162,14.5501,7/3/20,18050,705.0,16558.0
43375,,Azerbaijan,40.1431,47.5769,7/3/20,19267,235.0,10820.0
43376,,Bahamas,25.025885,-78.035889,7/3/20,104,11.0,89.0
43377,,Bahrain,26.0275,50.55,7/3/20,28410,95.0,23318.0
43378,,Bangladesh,23.685,90.3563,7/3/20,156391,1968.0,68048.0
43379,,Barbados,13.1939,-59.5432,7/3/20,97,7.0,90.0
43380,,Belarus,53.7098,27.9534,7/3/20,62997,412.0,49909.0
43381,,Belgium,50.8333,4.469936,7/3/20,61727,9765.0,17073.0
43382,,Belize,17.1899,-88.4976,7/3/20,30,2.0,19.0
43383,,Benin,9.3077,2.3158,7/3/20,1199,21.0,333.0
43384,,Bhutan,27.5142,90.4336,7/3/20,77,0.0,50.0
43385,,Bolivia,-16.2902,-63.5887,7/3/20,36818,1320.0,10766.0
43386,,Bosnia and Herzegovina,43.9159,17.6791,7/3/20,4962,191.0,2550.0
43387,,Botswana,-22.3285,24.6849,7/3/20,277,1.0,29.0
43388,,Brazil,-14.235,-51.9253,7/3/20,1539081,63174.0,984615.0
43389,,Brunei,4.5353,114.7277,7/3/20,141,3.0,138.0
43390,,Bulgaria,42.7339,25.4858,7/3/20,5497,239.0,2892.0
43391,,Burkina Faso,12.2383,-1.5616,7/3/20,980,53.0,852.0
43392,,Burma,21.9162,95.956,7/3/20,306,6.0,237.0
43393,,Burundi,-3.3731,29.9189,7/3/20,191,1.0,118.0
43394,,Cabo Verde,16.5388,-23.0418,7/3/20,1382,15.0,629.0
43395,,Cambodia,11.55,104.9167,7/3/20,141,0.0,131.0
43396,,Cameroon,3.8480000000000003,11.5021,7/3/20,12592,,10100.0
43397,Alberta,Canada,53.9333,-116.5765,7/3/20,8259,155.0,
43398,British Columbia,Canada,53.7267,-127.6476,7/3/20,2947,177.0,
43399,Diamond Princess,Canada,0.0,0.0,7/3/20,0,1.0,
43400,Grand Princess,Canada,0.0,0.0,7/3/20,13,0.0,
43401,Manitoba,Canada,53.7609,-98.8139,7/3/20,325,7.0,
43402,New Brunswick,Canada,46.5653,-66.4619,7/3/20,165,2.0,
43403,Newfoundland and Labrador,Canada,53.1355,-57.6604,7/3/20,261,3.0,
43404,Northwest Territories,Canada,64.8255,-124.8457,7/3/20,5,0.0,
43405,Nova Scotia,Canada,44.681999999999995,-63.7443,7/3/20,1064,,
43406,Ontario,Canada,51.2538,-85.3232,7/3/20,37407,2740.0,
43407,Prince Edward Island,Canada,46.5107,-63.4168,7/3/20,27,0.0,
43408,Quebec,Canada,52.9399,-73.5491,7/3/20,55682,5560.0,
43409,Saskatchewan,Canada,52.9399,-106.4509,7/3/20,796,14.0,
43410,Yukon,Canada,64.2823,-135.0,7/3/20,11,0.0,
43411,,Central African Republic,6.6111,20.9394,7/3/20,3918,48.0,859.0
43412,,Chad,15.4542,18.7322,7/3/20,871,74.0,786.0
43413,,Chile,-35.6751,-71.543,7/3/20,288089,6051.0,253343.0
43414,Anhui,China,31.8257,117.2264,7/3/20,991,6.0,985.0
43415,Beijing,China,40.1824,116.4142,7/3/20,926,9.0,594.0
43416,Chongqing,China,30.0572,107.874,7/3/20,582,6.0,574.0
43417,Fujian,China,26.0789,117.9874,7/3/20,363,1.0,360.0
43418,Gansu,China,35.7518,104.2861,7/3/20,164,2.0,154.0
43419,Guangdong,China,23.3417,113.4244,7/3/20,1643,8.0,1629.0
43420,Guangxi,China,23.8298,108.7881,7/3/20,254,2.0,252.0
43421,Guizhou,China,26.8154,106.8748,7/3/20,147,2.0,145.0
43422,Hainan,China,19.1959,109.7453,7/3/20,171,6.0,165.0
43423,Hebei,China,39.549,116.1306,7/3/20,349,6.0,
43424,Heilongjiang,China,47.861999999999995,127.7615,7/3/20,947,,934.0
43425,Henan,China,37.8957,114.9042,7/3/20,1276,22.0,
43426,Hong Kong,China,22.3,114.2,7/3/20,1247,7.0,1125.0
43427,Hubei,China,30.9756,112.2707,7/3/20,68135,4512.0,63623.0
43428,Hunan,China,27.6104,111.7088,7/3/20,1019,4.0,1015.0
43429,Inner Mongolia,China,44.0935,113.9448,7/3/20,238,1.0,237.0
43430,Jiangsu,China,32.9711,119.455,7/3/20,654,0.0,654.0
43431,Jiangxi,China,27.614,115.7221,7/3/20,932,1.0,931.0
43432,Jilin,China,43.6661,126.1923,7/3/20,155,2.0,153.0
43433,Liaoning,China,41.2956,122.6085,7/3/20,156,2.0,149.0
43434,Macau,China,22.1667,113.55,7/3/20,46,0.0,45.0
43435,Ningxia,China,37.2692,106.1655,7/3/20,75,0.0,75.0
43436,Qinghai,China,35.7452,95.9956,7/3/20,18,0.0,18.0
43437,Shaanxi,China,35.1917,108.8701,7/3/20,320,3.0,310.0
43438,Shandong,China,36.3427,118.1498,7/3/20,792,7.0,785.0
43439,Shanghai,China,31.201999999999998,121.4491,7/3/20,715,,681.0
43440,Shanxi,China,37.5777,112.2922,7/3/20,198,0.0,198.0
43441,Sichuan,China,30.6171,102.7103,7/3/20,595,3.0,581.0
43442,Tianjin,China,39.3054,117.323,7/3/20,198,3.0,194.0
43443,Tibet,China,31.6927,88.0924,7/3/20,1,0.0,1.0
43444,Xinjiang,China,41.1129,85.2401,7/3/20,76,3.0,73.0
43445,Yunnan,China,24.974,101.48700000000001,7/3/20,186,,183.0
43446,Zhejiang,China,29.1832,120.0934,7/3/20,1269,1.0,1267.0
43447,,Colombia,4.5709,-74.2973,7/3/20,109505,3777.0,44606.0
43448,,Comoros,-11.6455,43.3333,7/3/20,309,7.0,241.0
43449,,Congo (Brazzaville),-0.228,15.8277,7/3/20,1557,44.0,501.0
43450,,Congo (Kinshasa),-4.0383,21.7587,7/3/20,7311,179.0,2684.0
43451,,Costa Rica,9.7489,-83.7534,7/3/20,4311,18.0,1657.0
43452,,Cote d'Ivoire,7.54,-5.5471,7/3/20,10244,70.0,4726.0
43453,,Croatia,45.1,15.2,7/3/20,3008,112.0,2168.0
43454,,Cuba,21.521757,-77.78116700000002,7/3/20,2361,86.0,2224.0
43455,,Cyprus,35.1264,33.4299,7/3/20,999,19.0,839.0
43456,,Czechia,49.8175,15.472999999999999,7/3/20,12319,,7848.0
43457,Faroe Islands,Denmark,61.8926,-6.9118,7/3/20,187,0.0,187.0
43458,Greenland,Denmark,71.7069,-42.6043,7/3/20,13,0.0,13.0
43459,,Denmark,56.2639,9.5018,7/3/20,12832,606.0,11817.0
43460,,Diamond Princess,0.0,0.0,7/3/20,712,13.0,651.0
43461,,Djibouti,11.8251,42.5903,7/3/20,4736,55.0,4580.0
43462,,Dominica,15.415,-61.371,7/3/20,18,0.0,18.0
43463,,Dominican Republic,18.7357,-70.1627,7/3/20,35148,775.0,18392.0
43464,,Ecuador,-1.8312,-78.1834,7/3/20,60657,4700.0,28391.0
43465,,Egypt,26.820553000000004,30.802497999999996,7/3/20,72711,,19690.0
43466,,El Salvador,13.7942,-88.8965,7/3/20,7267,202.0,4268.0
43467,,Equatorial Guinea,1.6508,10.2679,7/3/20,3071,51.0,842.0
43468,,Eritrea,15.1794,39.7823,7/3/20,215,0.0,56.0
43469,,Estonia,58.5953,25.0136,7/3/20,1991,69.0,1859.0
43470,,Eswatini,-26.5225,31.4659,7/3/20,909,13.0,515.0
43471,,Ethiopia,9.145,40.4897,7/3/20,5846,103.0,2430.0
43472,,Fiji,-17.7134,178.065,7/3/20,18,0.0,18.0
43473,,Finland,61.92411,25.748151,7/3/20,7242,329.0,6700.0
43474,French Guiana,France,3.9339,-53.1258,7/3/20,4558,16.0,1777.0
43475,French Polynesia,France,-17.6797,149.4068,7/3/20,62,0.0,60.0
43476,Guadeloupe,France,16.265,-61.551,7/3/20,184,14.0,157.0
43477,Martinique,France,14.6415,-61.0242,7/3/20,249,14.0,98.0
43478,Mayotte,France,-12.8275,45.166244,7/3/20,2661,35.0,2375.0
43479,New Caledonia,France,-20.904304999999997,165.618042,7/3/20,21,,21.0
43480,Reunion,France,-21.1151,55.5364,7/3/20,533,2.0,472.0
43481,Saint Barthelemy,France,17.9,-62.8333,7/3/20,6,0.0,6.0
43482,Saint Pierre and Miquelon,France,46.8852,-56.3159,7/3/20,1,0.0,1.0
